,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
9552,华宝宝康债券A,18国电,7.14%,20国开,7.09%,20浙交,7.08%,20中电,7.03%,20汇金,6.93%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9553,华宝动力组合,多氟多,5.95%,京东方Ａ,5.94%,天际股份,5.85%,天齐锂业,5.42%,三七互娱,5.16%,立讯精密,4.94%,TCL科技,4.91%,完美世界,4.22%,东山精密,4.01%,正海磁材,3.99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9554,华宝多策略增长开放,兴业银行,7.57%,保利地产,5.29%,东山精密,4.81%,南山铝业,4.34%,华泰证券,4.17%,平安银行,4.03%,中国平安,3.68%,光大银行,3.32%,南京银行,3.25%,东方证券,3.19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9555,华宝收益增长混合,科沃斯,8.78%,中国巨石,8.51%,中材科技,8.08%,万 科Ａ,7.97%,博汇纸业,6.97%,通威股份,6.95%,保利地产,6.55%,金地集团,6.54%,隆基股份,5.33%,工商银行,3.89%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9556,华宝先进成长混合,中国平安,5.32%,亿纬锂能,4.99%,中国中免,4.27%,凯莱英,3.99%,宁德时代,3.97%,紫金矿业,3.96%,新大正,3.58%,立讯精密,3.41%,万华化学,3.39%,招商积余,3.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9557,华宝行业精选混合,通威股份,4.88%,长城汽车,4.51%,京东方Ａ,4.18%,隆基股份,4.13%,上汽集团,3.91%,紫金矿业,3.67%,精工钢构,3.66%,阳光电源,3.50%,海康威视,3.01%,福耀玻璃,2.96%,广汇转债,0.11%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9558,华宝大盘精选混合,贵州茅台,8.52%,五 粮 液,8.47%,泸州老窖,7.88%,紫金矿业,6.94%,隆基股份,6.90%,立讯精密,6.53%,宁德时代,4.39%,洋河股份,4.36%,百润股份,3.87%,亿纬锂能,3.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9559,华宝增强收益债券A,民生银行,1.93%,交通银行,1.91%,农业银行,1.79%,中国国航,1.71%,东方航空,1.60%,福斯特,1.46%,璞泰来,1.28%,贵州茅台,1.14%,隆基股份,1.05%,国开1802,49.40%,16保利,6.84%,16中车01,5.71%,16国网02,5.70%,20国债,5.69%,0,0,0,0,0,0,0,0,0,0,0,0
9560,华宝增强收益债券B,民生银行,1.93%,交通银行,1.91%,农业银行,1.79%,中国国航,1.71%,东方航空,1.60%,福斯特,1.46%,璞泰来,1.28%,贵州茅台,1.14%,隆基股份,1.05%,国开1802,49.40%,16保利,6.84%,16中车01,5.71%,16国网02,5.70%,20国债,5.69%,0,0,0,0,0,0,0,0,0,0,0,0
9561,华宝中证100指数A,贵州茅台,7.34%,中国平安,6.77%,五 粮 液,4.40%,招商银行,3.81%,美的集团,3.47%,恒瑞医药,2.98%,中国中免,2.42%,兴业银行,2.21%,中信证券,2.15%,隆基股份,2.12%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9562,华宝上证180价值联接,兴业银行,0.15%,长江电力,0.09%,工商银行,0.09%,浦发银行,0.06%,保利地产,0.06%,海螺水泥,0.06%,交通银行,0.06%,中国太保,0.06%,民生银行,0.05%,中国建筑,0.05%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9563,华宝新兴产业混合,五 粮 液,9.25%,亿纬锂能,8.22%,中国中免,7.42%,泸州老窖,6.92%,立讯精密,6.50%,贵州茅台,5.89%,宁德时代,4.06%,洋河股份,3.99%,恒立液压,3.81%,山西汾酒,3.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9564,华宝可转债债券A,光大转债,8.93%,浦发转债,7.43%,20国债,5.83%,隆20转债,5.67%,苏银转债,4.94%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9565,华宝中证银行ETF联接A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9566,华宝医药生物混合,凯莱英,9.16%,爱尔眼科,8.66%,恒瑞医药,8.34%,英科医疗,5.59%,药石科技,5.01%,迈瑞医疗,4.93%,药明康德,4.87%,司太立,4.74%,智飞生物,4.14%,健帆生物,3.44%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9567,华宝资源优选混合A,紫金矿业,9.04%,山西焦煤,8.02%,赣锋锂业,7.09%,正海磁材,4.38%,西部矿业,4.34%,南山铝业,3.98%,宝钛股份,3.65%,赤峰黄金,3.14%,中国石化,3.10%,贵研铂业,2.99%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9568,华宝海外中国成长混合,永升生活服务,8.56%,碧桂园服务,8.03%,宇华教育,7.30%,希望教育,5.36%,北控城市资源,5.08%,新高教集团,4.78%,邮储银行,4.73%,工商银行,4.59%,金科服务,3.96%,美团-W,3.84%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9569,国联安安心成长混合,贵州茅台,2.27%,中国平安,1.58%,三一重工,0.81%,恒瑞医药,0.77%,招商银行,0.76%,美的集团,0.75%,五 粮 液,0.73%,潍柴动力,0.58%,宁波银行,0.56%,格力电器,0.51%,19进出,8.67%,19国开,7.25%,20进出,7.22%,19国开,5.77%,19进出,4.34%,0,0,0,0,0,0,0,0,0,0
9570,国联安增利债券A,国开1702,58.63%,国开1805,6.17%,16中油,6.12%,国开20,5.81%,19浦集01,4.63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9571,国联安增利债券B,国开1702,58.63%,国开1805,6.17%,16中油,6.12%,国开20,5.81%,19浦集01,4.63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9572,国联安信心增益债券,18扬城控,7.56%,18蓝星01,7.32%,18新发01,7.29%,17重汽01,7.24%,18兵装01,5.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9573,国联安信心增长债券A,格力电器,2.54%,潍柴动力,2.47%,九阳股份,1.63%,贵州茅台,1.56%,中国中免,1.38%,迈瑞医疗,1.25%,星宇股份,1.17%,中顺洁柔,0.98%,宝信软件,0.94%,恒瑞医药,0.65%,03国债⑶,39.63%,国开1805,23.62%,21国债⑺,11.85%,国开1803,3.89%,南航转债,1.23%,0,0,0,0,0,0,0,0,0,0
9574,国联安信心增长债券B,格力电器,2.54%,潍柴动力,2.47%,九阳股份,1.63%,贵州茅台,1.56%,中国中免,1.38%,迈瑞医疗,1.25%,星宇股份,1.17%,中顺洁柔,0.98%,宝信软件,0.94%,恒瑞医药,0.65%,03国债⑶,39.63%,国开1805,23.62%,21国债⑺,11.85%,国开1803,3.89%,南航转债,1.23%,0,0,0,0,0,0,0,0,0,0
9575,国联安稳健混合,汇川技术,8.60%,万 科Ａ,8.40%,万华化学,8.39%,索菲亚,7.76%,伊利股份,5.72%,科沃斯,4.89%,华鲁恒升,4.55%,保利地产,4.37%,金地集团,3.11%,亿嘉和,3.09%,03国债⑶,9.35%,21国债⑺,9.18%,国开1401,6.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9576,国联安小盘精选混合,良信股份,6.03%,扬农化工,5.93%,国药一致,5.56%,光明乳业,5.25%,威孚高科,5.05%,阳 光 城,4.92%,三一重工,3.91%,河钢资源,3.74%,健康元,3.44%,大亚圣象,3.28%,20国债,4.60%,鸿达转债,2.30%,江银转债,2.09%,国开1805,2.06%,国祯转债,2.01%,0,0,0,0,0,0,0,0,0,0
9577,国联安精选混合,紫金矿业,8.77%,乐普医疗,7.98%,兴业银行,7.30%,兆易创新,6.22%,保利地产,5.05%,科大讯飞,4.57%,北方华创,4.17%,宏大爆破,4.02%,韦尔股份,3.88%,中科曙光,3.83%,紫金转债,0.43%,韦尔转债,0.05%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9578,国联安优势混合,索菲亚,9.06%,万 科Ａ,9.02%,万华化学,8.84%,汇川技术,6.40%,顺丰控股,5.99%,伊利股份,5.93%,格力电器,5.53%,保利地产,5.42%,豪迈科技,4.66%,科沃斯,3.79%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9579,国联安红利混合,东方证券,7.91%,东方财富,6.74%,平安银行,6.31%,兴业银行,6.10%,招商证券,6.03%,宁波银行,6.01%,中信证券,6.00%,保利地产,5.92%,中国平安,5.91%,兴业证券,5.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9580,国联安主题驱动混合,宁德时代,4.26%,贵州茅台,4.16%,美的集团,4.10%,恩捷股份,3.97%,隆基股份,3.58%,宁波银行,2.91%,五 粮 液,2.89%,三一重工,2.60%,万华化学,2.52%,亿纬锂能,2.43%,韦尔转债,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9581,国联安上证商品ETF联接,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9582,国联安优选行业混合,卓胜微,8.61%,宁德时代,8.53%,亿纬锂能,8.02%,宝信软件,6.85%,芒果超媒,6.42%,北方华创,5.91%,金山办公,5.75%,广联达,5.19%,韦尔股份,4.86%,圣邦股份,4.84%,韦尔转债,0.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9583,景顺长城优选混合,顺丰控股,4.91%,欣旺达,4.67%,石头科技,4.64%,视源股份,4.11%,航发动力,3.81%,新宙邦,3.79%,紫光国微,3.47%,晶晨股份,3.39%,长安汽车,2.88%,星源材质,2.75%,18国开,3.30%,18国开,3.15%,20国开,2.81%,20国开,2.51%,20进出,1.41%,0,0,0,0,0,0,0,0,0,0
9584,景顺长城动力平衡混合,五 粮 液,8.12%,贵州茅台,7.50%,宁波银行,6.73%,中南建设,5.38%,福斯特,4.02%,一心堂,3.25%,南极电商,2.84%,伊利股份,2.71%,普利制药,2.46%,立讯精密,2.45%,16国开,4.31%,18国开,3.70%,18国开,3.09%,20附息,3.07%,19进出,2.47%,0,0,0,0,0,0,0,0,0,0
9585,景顺长城内需增长混合,中国中免,9.93%,泸州老窖,9.06%,贵州茅台,8.18%,迈瑞医疗,8.00%,五 粮 液,7.95%,恒瑞医药,5.50%,海康威视,5.11%,海大集团,5.05%,伊利股份,5.03%,晨光文具,4.63%,20国开,1.45%,20农发,0.58%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9586,景顺长城新兴成长混合,中国中免,9.61%,泸州老窖,8.67%,贵州茅台,8.19%,五 粮 液,7.96%,迈瑞医疗,7.58%,恒瑞医药,6.14%,晨光文具,4.84%,海大集团,4.83%,古井贡酒,4.77%,美的集团,4.74%,20农发,1.01%,20国开,0.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9587,景顺长城内需贰号混合,中国中免,10.36%,泸州老窖,9.51%,五 粮 液,8.88%,贵州茅台,8.06%,迈瑞医疗,7.99%,海大集团,6.45%,恒瑞医药,5.81%,古井贡酒,5.36%,晨光文具,5.33%,海康威视,5.05%,20农发,1.07%,20进出,0.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9588,景顺长城精选蓝筹混合,五 粮 液,9.55%,贵州茅台,8.68%,格力电器,7.08%,顺丰控股,7.06%,立讯精密,5.13%,长安汽车,5.00%,石头科技,4.74%,一心堂,3.81%,欣旺达,3.51%,迈瑞医疗,2.92%,20国开,3.43%,16国开,2.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9589,景顺长城公司治理混合,中国平安,6.41%,航发动力,5.23%,紫光国微,5.04%,再升科技,4.36%,视源股份,4.09%,星源材质,3.85%,万孚生物,3.84%,天奈科技,3.67%,中国太保,3.51%,晶晨股份,3.51%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9590,景顺长城能源基建混合,川投能源,9.89%,中南传媒,9.27%,凤凰传媒,7.37%,一心堂,5.45%,重庆水务,4.32%,新洋丰,4.11%,伊利股份,3.76%,宁沪高速,3.45%,普利制药,2.36%,山东高速,2.23%,20国开,11.39%,18国开,9.19%,福20转债,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9591,景顺长城中小盘混合,科华控股,6.92%,世运电路,6.63%,辰安科技,6.22%,京东方Ａ,5.55%,淳中科技,5.41%,航发动力,5.16%,鼎捷软件,5.03%,顺络电子,4.90%,TCL科技,4.80%,佩蒂股份,4.17%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9592,景顺长城核心竞争力混合A,石头科技,9.58%,五 粮 液,8.10%,顺丰控股,7.62%,贵州茅台,7.39%,长安汽车,6.27%,格力电器,5.73%,立讯精密,3.81%,欣旺达,3.79%,浙江鼎力,3.74%,一心堂,3.60%,20进出,2.46%,20附息,1.23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9593,景顺长城支柱产业混合,平安银行,5.86%,东方财富,5.15%,宁波银行,4.77%,金山办公,4.00%,万 科Ａ,3.57%,比亚迪,3.37%,美的集团,2.79%,三一重工,2.71%,隆基股份,2.67%,华熙生物,2.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9594,景顺长城稳定收益债券A,19绍兴,9.75%,17连港01,7.35%,19泰州,5.00%,19国联01,4.92%,18新建,4.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9595,景顺长城优信增利债券A,19国开,9.22%,20进出,6.59%,20进出,6.53%,19国开,6.02%,18国开,4.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9596,景顺长城稳定收益债券C,19绍兴,9.75%,17连港01,7.35%,19泰州,5.00%,19国联01,4.92%,18新建,4.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9597,景顺长城优信增利债券C,19国开,9.22%,20进出,6.59%,20进出,6.53%,19国开,6.02%,18国开,4.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9598,景顺长城大中华混合(QDII)人民币,台湾集成电,6.64%,信义光能,6.44%,腾讯控股,6.34%,微创医疗,6.18%,京东集团-,4.07%,美团-W,3.91%,福耀玻璃,3.86%,舜宇光学科技,3.67%,敏华控股,3.33%,中车时代电气,3.25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9599,广发聚富混合,荃银高科,7.93%,华夏航空,7.67%,西部矿业,7.19%,杭州银行,5.33%,华荣股份,5.31%,美锦能源,5.11%,平煤股份,5.05%,安徽合力,3.96%,云海金属,3.61%,中国平安,3.07%,20进出,15.70%,20农发,1.96%,国开1802,1.35%,20国债,1.17%,21国债(7),0.80%,0,0,0,0,0,0,0,0,0,0
9600,广发稳健增长混合A,迈瑞医疗,5.29%,双汇发展,4.30%,三一重工,3.72%,三环集团,3.59%,重庆啤酒,3.16%,分众传媒,3.11%,紫金矿业,2.64%,我武生物,2.61%,益丰药房,2.46%,华测检测,2.06%,18农发,4.10%,19国开,3.85%,18国开,2.25%,19国开,1.60%,19汇金,1.43%,0,0,0,0,0,0,0,0,0,0
9601,广发聚丰混合A,金域医学,10.82%,深信服,10.48%,博腾股份,9.26%,人福医药,8.97%,华测检测,8.09%,重庆啤酒,5.03%,埃斯顿,5.00%,鸿远电子,4.71%,国际医学,4.60%,天味食品,4.28%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9602,广发策略优选混合,贵州茅台,7.34%,五 粮 液,6.36%,荣盛石化,5.94%,格力电器,5.55%,招商银行,5.34%,平安银行,4.63%,金科股份,4.18%,隆基股份,3.91%,博汇纸业,3.64%,京东方Ａ,3.31%,20农发,2.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9603,广发大盘成长混合,贵州茅台,9.38%,泸州老窖,9.02%,五 粮 液,9.01%,中国中免,7.59%,爱尔眼科,7.03%,药明康德,6.83%,京东方Ａ,4.59%,海大集团,4.49%,迈瑞医疗,4.35%,今世缘,3.35%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9604,广发核心精选混合,三一重工,9.85%,欧派家居,9.72%,分众传媒,9.47%,紫金矿业,9.24%,双汇发展,7.04%,三七互娱,5.84%,万华化学,5.69%,招商银行,4.44%,瀚蓝环境,4.26%,中国太保,3.88%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9605,广发增强债券,18江北,6.70%,18济西投,6.40%,18南京,6.39%,18电投05,6.30%,18华泰G1,6.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606,广发沪深300ETF联接A,中国平安,0.16%,贵州茅台,0.12%,五 粮 液,0.09%,美的集团,0.08%,招商银行,0.08%,恒瑞医药,0.07%,格力电器,0.05%,兴业银行,0.05%,中国中免,0.05%,伊利股份,0.04%,大秦转债,0.00%,韦尔转债,0.00%,财通转债,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9607,广发聚瑞混合A,立讯精密,7.28%,美的集团,5.62%,亿联网络,5.44%,北方华创,5.02%,普利制药,4.99%,英科医疗,4.95%,亿纬锂能,4.86%,华海药业,4.74%,玲珑轮胎,4.68%,闻泰科技,4.48%,韦尔转债,0.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9608,广发内需增长混合A,华友钴业,5.36%,中国中免,4.87%,赣锋锂业,4.84%,美的集团,4.33%,京东方Ａ,4.28%,宁波银行,4.13%,上海机场,4.12%,贵州茅台,4.10%,招商银行,4.01%,海容冷链,3.96%,G三峡EB1,6.90%,赣锋转2,1.96%,寒锐转债,1.86%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9609,广发全球精选股票(QDII),思摩尔国际,10.48%,福莱特玻璃,8.07%,拼多多,4.28%,北控城市资源,4.00%,哔哩哔哩,3.75%,中国软件国际,3.66%,ASM P,3.61%,舜宇光学科技,3.59%,超威半导体,3.39%,大全新能源,3.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9610,广发行业领先混合A,三一重工,9.86%,紫金矿业,9.51%,分众传媒,9.32%,欧派家居,8.67%,双汇发展,7.39%,三七互娱,5.90%,比音勒芬,4.73%,瀚蓝环境,4.69%,中旗股份,4.53%,巨星科技,3.67%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9611,广发中小板300联接A,立讯精密,0.08%,洋河股份,0.07%,海康威视,0.06%,比亚迪,0.06%,顺丰控股,0.05%,牧原股份,0.05%,宁波银行,0.04%,分众传媒,0.03%,赣锋锂业,0.03%,天赐材料,0.03%,新乳转债,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9612,广发制造业精选混合A,锦浪科技,7.03%,航天电器,5.28%,京东方Ａ,4.62%,欣旺达,4.55%,菲利华,4.41%,立讯精密,4.36%,南极电商,3.69%,坚朗五金,3.18%,长青集团,2.65%,三一重工,2.59%,立讯转债,0.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9613,广发聚财信用债券A,玲珑轮胎,1.22%,一心堂,0.58%,18张家,9.32%,18衡阳,9.20%,G17龙湖2,8.90%,19招商G1,7.08%,16中金04,7.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9614,广发聚财信用债券B,玲珑轮胎,1.22%,一心堂,0.58%,18张家,9.32%,18衡阳,9.20%,G17龙湖2,8.90%,19招商G1,7.08%,16中金04,7.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9615,广发消费品精选混合A,美的集团,7.30%,贵州茅台,6.68%,晨光文具,5.53%,中国中免,5.43%,伊利股份,5.24%,五 粮 液,4.80%,重庆啤酒,4.60%,长春高新,4.43%,格力电器,3.98%,洽洽食品,3.83%,洽洽转债,0.28%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9616,广发纳斯达克100指数A,苹果,12.34%,微软,9.13%,亚马逊,8.90%,特斯拉,3.98%,谷歌-C,3.39%,Faceb,3.14%,谷歌-A,3.06%,英伟达,2.29%,PayPa,2.02%,奥多比,1.56%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9617,广发理财年年红债券,20中证S2,9.78%,20北京,9.61%,18浦银,9.34%,20中铝,9.24%,20江苏,8.60%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9618,广发双债添利债券A,16浙商,4.13%,18首钢,3.79%,19海通01,3.78%,20国开,3.76%,18天府,3.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9619,广发双债添利债券C,16浙商,4.13%,18首钢,3.79%,19海通01,3.78%,20国开,3.76%,18天府,3.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620,广发景荣纯债,20交通,6.26%,20兴业,6.12%,20民生,5.37%,18国开,4.73%,19进出,3.79%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9621,广发纯债债券A,20华泰G9,5.55%,19恒健01,5.51%,20国开,5.51%,20附息,5.02%,19赣高,3.88%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9622,广发纯债债券C,20华泰G9,5.55%,19恒健01,5.51%,20国开,5.51%,20附息,5.02%,19赣高,3.88%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623,广发新经济混合A,金域医学,10.28%,人福医药,9.24%,博腾股份,9.03%,深信服,7.93%,鸿远电子,6.20%,华测检测,6.15%,天味食品,6.07%,国际医学,6.05%,埃斯顿,5.71%,重庆啤酒,4.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9624,华夏经典混合,中远海控,9.25%,赤峰黄金,6.79%,贵州茅台,6.30%,新洋丰,5.65%,航天发展,4.87%,扬农化工,4.26%,七一二,3.87%,紫金矿业,3.70%,新宝股份,3.34%,中航光电,2.55%,19国开,8.28%,20贴现,5.10%,紫金转债,4.16%,利尔转债,2.79%,淮矿转债,1.86%,0,0,0,0,0,0,0,0,0,0
9625,华夏收入混合,先导智能,4.53%,宁德时代,4.29%,洋河股份,3.65%,璞泰来,3.44%,多氟多,2.82%,青松股份,2.76%,中南建设,2.72%,三花智控,2.70%,东方日升,2.42%,华友钴业,2.29%,赛意转债,0.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626,华夏稳定双利债券C,19潞安,5.55%,14裕峰债,5.52%,18国开,5.47%,20招路Y1,5.44%,20中咨Y1,5.44%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9627,泰信先行策略混合,养元饮品,6.29%,宝通科技,6.03%,隆基股份,4.18%,广发证券,4.11%,宁德时代,4.11%,赣锋锂业,3.68%,能科股份,3.45%,长安汽车,3.44%,天齐锂业,3.37%,顺丰控股,3.34%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9628,泰信双息双利债券,国联股份,3.28%,京东方Ａ,2.38%,药明康德,2.02%,亿纬锂能,1.80%,振华科技,1.56%,上汽集团,1.51%,格力电器,1.09%,新雷能,1.06%,20国债,10.58%,火炬转债,7.45%,财通转债,5.73%,华安转债,5.73%,国君转债,5.69%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9629,泰信优质生活混合,赣锋锂业,8.83%,宁德时代,7.61%,杭氧股份,7.36%,京东方Ａ,6.57%,伊利股份,6.30%,亿纬锂能,6.12%,TCL科技,6.11%,泸州老窖,5.97%,伊力特,4.80%,华测检测,4.61%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9630,泰信优势增长混合,北方华创,7.12%,通策医疗,6.31%,昭衍新药,6.07%,中国中免,5.86%,晶丰明源,4.64%,宁德时代,3.64%,长电科技,3.53%,我武生物,3.34%,凯莱英,3.10%,虹软科技,2.90%,精测转债,2.08%,大丰转债,2.08%,太极转债,1.78%,电气转债,1.17%,瑞达转债,0.41%,0,0,0,0,0,0,0,0,0,0
9631,泰信蓝筹精选混合,万润股份,7.33%,贵州茅台,7.26%,中国平安,7.01%,宁波银行,4.59%,五 粮 液,4.53%,恒瑞医药,4.04%,中信证券,3.95%,韦尔股份,3.89%,东方财富,3.31%,雷科防务,3.09%,20国债,3.09%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9632,泰信债券增强收益A,20国债,70.95%,21国债⑺,6.04%,华安转债,4.15%,光华转债,3.83%,寒锐转债,2.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9633,泰信发展主题混合,京东方Ａ,4.80%,宁德时代,4.32%,国联股份,4.13%,赣锋锂业,3.73%,美的集团,3.63%,睿创微纳,3.24%,药石科技,3.18%,立讯精密,3.15%,泸州老窖,3.13%,中国长城,3.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9634,泰信周期回报债券,20附息,21.29%,20进出,12.75%,20国开,12.67%,20国债,9.33%,12进出,8.63%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9635,泰信中证200指数,通威股份,1.54%,TCL科技,1.48%,汇川技术,1.42%,亿纬锂能,1.37%,恒生电子,1.29%,歌尔股份,1.25%,泰格医药,1.25%,片仔癀,1.19%,赣锋锂业,1.14%,潍柴动力,1.12%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9636,泰信中小盘精选混合,紫光国微,7.99%,雷科防务,7.08%,立昂微,7.02%,晶丰明源,7.02%,韦尔股份,6.90%,恒玄科技,6.70%,盟升电子,6.58%,新洁能,6.51%,睿创微纳,6.47%,捷捷微电,6.39%,韦尔转债,0.08%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9637,泰信行业精选混合A,东方财富,10.65%,航发动力,10.45%,万达信息,6.82%,雷科防务,6.18%,光线传媒,6.11%,万达电影,4.51%,华策影视,4.42%,横店影视,4.36%,养元饮品,4.18%,宁波银行,4.17%,20国债,1.37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
